koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
CONFIRMED,1,0,0,0,0,4.88084456,136.19585,0.227,2.5574,343,1.55,879,141,32.6,1,q1_q17_dr25_tce,4929,4.481,0.861,14.925
CONFIRMED,0.969,0,0,0,0,10.56137217,133.76396,0.963,3.2645,238.4,2.43,867,133.56,21.7,1,q1_q17_dr25_tce,5610,4.316,1.171,14.581
CONFIRMED,0.964,0,0,0,0,67.6690554,198.19427,0.354,9.556,961.1,3.39,495,14.24,37.2,1,q1_q17_dr25_tce,6127,4.356,1.08,15.224
CONFIRMED,1,0,0,0,0,3.949627144,134.61096,0.049,1.5485,807.2,2.32,966,206.05,45.1,1,q1_q17_dr25_tce,5155,4.523,0.836,15.623
CONFIRMED,1,0,0,0,0,16.00460392,140.47981,0.49,3.9475,831.9,2.24,583,27.41,34.3,1,q1_q17_dr25_tce,5180,4.597,0.769,15.554
FALSE POSITIVE,0,0,0,1,1,3.55650737,133.51831,0.01,8.545,293.6,3.05,1405,918.25,77.1,1,q1_q17_dr25_tce,4951,3.876,1.843,14.118
CONFIRMED,1,0,0,0,0,3.148661555,356.93612,0.652,2.1978,550.5,2.15,1097,342.76,35.3,1,q1_q17_dr25_tce,5258,4.458,0.873,15.297
FALSE POSITIVE,0,0,1,1,1,0.70544824,133.807063,1.2,2.9423,462.4,20.03,1868,2899.07,118.2,1,q1_q17_dr25_tce,5717,4.564,0.826,14.351
CONFIRMED,1,0,0,0,0,3.295701024,133.966333,0.267,1.8268,1745.7,2.81,875,138.38,114.7,1,q1_q17_dr25_tce,4723,4.628,0.691,14.84
CONFIRMED,1,0,0,0,0,9.65349016,134.85555,0.149,2.9029,1308.6,2.41,611,32.98,63.1,2,q1_q17_dr25_tce,4723,4.628,0.691,14.84
CONFIRMED,1,0,0,0,0,5.315954488,132.43002,0.718,1.1165,965.9,2.33,746,73.19,37.7,3,q1_q17_dr25_tce,4723,4.628,0.691,14.84
CONFIRMED,1,0,0,0,0,10.04556377,129.09371,0.075,3.2027,671.4,2.19,766,81.61,66.5,1,q1_q17_dr25_tce,5632,4.554,0.853,13.024
CONFIRMED,1,0,0,0,0,1.499144441,133.07022,0.331,1.4259,258.9,1.09,1137,395.06,22.2,4,q1_q17_dr25_tce,4723,4.628,0.691,14.84
CONFIRMED,1,0,0,0,0,5.082748362,133.21176,0.063,1.7732,276.7,1.4,928,175.06,40.9,1,q1_q17_dr25_tce,5430,4.555,0.858,13.984
FALSE POSITIVE,0,0,0,1,0,5.00673576,134.54239,0.599,1.9398,191.2,2,1324,726.94,26.6,1,q1_q17_dr25_tce,6116,4.158,1.383,13.518
CONFIRMED,1,0,0,0,0,9.17617167,138.71393,0.107,4.2642,206.9,1.66,960,200.99,34.3,1,q1_q17_dr25_tce,5903,4.3,1.156,13.797
CONFIRMED,0.998,0,0,0,0,19.7383992,133.28544,0.732,4.894,168.1,1.61,744,72.32,20.3,2,q1_q17_dr25_tce,5903,4.3,1.156,13.797
CONFIRMED,0.996,0,0,0,0,41.6980186,169.57548,0.002,5.7047,440.8,2.03,537,19.61,43.4,1,q1_q17_dr25_tce,5997,4.466,0.971,13.956
CONFIRMED,0.999,0,0,0,0,59.6585348,168.08764,0.956,5.514,1043.8,3.59,393,5.66,21.2,1,q1_q17_dr25_tce,5243,4.547,0.831,15.742
CONFIRMED,1,0,0,0,0,52.6298542,155.61064,0.311,6.118,675.8,3.68,544,20.65,27.2,1,q1_q17_dr25_tce,5339,4.096,1.433,15.004
CONFIRMED,0.991,0,0,0,0,10.29099413,137.0220594,0.049,4.28889,9655.7,13.43,996,233.08,1245.7,1,q1_q17_dr25_tce,5803,4.134,1.373,14.221
CONFIRMED,0.82,0,0,0,0,14.8783945,142.96841,0.749,7.491,322.8,1.63,692,54.19,22.9,1,q1_q17_dr25_tce,5822,4.557,0.837,15.534
CONFIRMED,0.992,0,0,0,0,59.6222627,138.13805,0.873,6.888,993.4,3.63,486,13.23,31.9,1,q1_q17_dr25_tce,6108,4.471,0.997,15.517
FALSE POSITIVE,0,0,0,1,1,4.9883873,358.23526,0.944,9.059,507.6,3.28,1236,550.52,42.4,1,q1_q17_dr25_tce,6418,4.395,1.171,15.447
CONFIRMED,0.994,0,0,0,0,8.19596647,136.68736,0.252,2.824,792.8,2.04,672,48.2,20.2,1,q1_q17_dr25_tce,4723,4.557,0.747,15.858
CONFIRMED,0.999,0,0,0,0,15.59466045,137.5636,0.266,5.0478,867.7,2.74,718,62.88,49.2,1,q1_q17_dr25_tce,5900,4.5,0.929,15.43
CONFIRMED,0.999,0,0,0,0,56.35407916,144.83768,0.835,3.4449,1037,2.59,352,3.63,59.4,1,q1_q17_dr25_tce,4802,4.582,0.701,13.779
FALSE POSITIVE,0,0,1,0,0,36.12895451,388.551318,1.474,2.2348,3758.6,53.72,546,21.05,66.3,1,q1_q17_dr25_tce,5921,4.484,0.912,15.6
FALSE POSITIVE,0,0,1,0,0,32.50456309,365.358295,0.927,2.4657,7589.6,10.68,591,28.8,148.1,1,q1_q17_dr25_tce,6132,4.479,0.947,15.134
FALSE POSITIVE,0,0,1,1,1,1.332560589,133.38311,0.009,4.2427,566.6,1.4,1086,330.32,108.8,1,q1_q17_dr25_tce,4489,4.662,0.609,15.036
FALSE POSITIVE,0,0,1,0,0,9.08590495,182.08162,0.978,2.0718,2121.3,6.28,861,130.1,50.5,1,q1_q17_dr25_tce,5931,4.479,0.866,15.549
FALSE POSITIVE,0,0,0,0,1,0.784512952,355.57263,1.234,2.4623,586,25.48,1952,3432.93,44.4,1,q1_q17_dr25_tce,5997,4.522,0.904,15.59
FALSE POSITIVE,0,0,0,1,0,0.883778461,133.60599,0.605,1.6339,120.1,1.09,1934,3316.4,31.7,1,q1_q17_dr25_tce,5975,4.453,0.949,14.063
CONFIRMED,1,0,0,0,0,2.465024332,132.68122,0.548,1.262,30.7,0.69,1561,1406.11,23.2,1,q1_q17_dr25_tce,6139,4.291,1.194,8.769
CONFIRMED,1,0,0,0,0,15.86624787,141.08734,0.858,4.25,77.3,1.31,879,141.18,28.4,1,q1_q17_dr25_tce,6099,4.193,1.308,11.049
FALSE POSITIVE,0,0,1,1,0,4.288515468,121.97268,1.283,2.2959,3456.7,76.51,1722,2081.57,292.1,1,q1_q17_dr25_tce,6378,3.878,2.002,13.396
CONFIRMED,0.995,0,0,0,0,3.797018259,133.508776,0.321,2.2608,14431,10.07,982,219.64,1549,1,q1_q17_dr25_tce,5167,4.527,0.848,14.741
CONFIRMED,1,0,0,0,0,1.340596782,132.24549,0.007,1.6484,107.5,1.16,1783,2393.35,37.6,1,q1_q17_dr25_tce,5992,4.385,1.125,11.524
CONFIRMED,1,0,0,0,0,17.42393582,148.82614,0.927,4.929,770.9,3.29,722,64.13,33.2,1,q1_q17_dr25_tce,6018,4.46,0.969,15.601
CONFIRMED,1,0,0,0,0,9.8786461,138.41159,0.019,1.8915,1472.7,1.6,393,5.65,49.2,1,q1_q17_dr25_tce,3609,4.843,0.422,13.496
CONFIRMED,0.748,0,0,0,0,44.96407458,144.56002,0.11,4.981,811.6,2,379,4.89,88,1,q1_q17_dr25_tce,4827,4.615,0.729,13.054
CONFIRMED,0.998,0,0,0,0,49.7700907,159.98658,0.655,10.065,3529.2,5.12,455,10.16,109.8,1,q1_q17_dr25_tce,5774,4.567,0.818,15.64
FALSE POSITIVE,0.994,0,1,0,0,12.7319385,138.73144,1.278,4.4157,11449,70.11,1145,405.75,69.9,1,q1_q17_dr25_tce,7238,4.221,1.568,12.087
FALSE POSITIVE,0,0,1,1,1,0.520222869,178.14846,0.562,1.2216,269.5,1.52,2145,5038.49,28.9,1,q1_q17_dr25_tce,5776,4.527,0.889,15.632
CONFIRMED,0.997,0,0,0,0,5.83376197,138.74892,0.742,3.9988,532.9,2.98,1143,403.49,36.6,1,q1_q17_dr25_tce,6213,4.387,1.195,15.776
CONFIRMED,0.999,0,0,0,0,2.42150341,133.83517,0.55,2.965,171.5,1.62,1532,1305.04,15.8,2,q1_q17_dr25_tce,6213,4.387,1.195,15.776
CONFIRMED,1,0,0,0,0,14.16400071,140.58934,0.027,4.3031,728.1,2.35,694,54.95,71.5,1,q1_q17_dr25_tce,5440,4.438,0.885,14.48
CONFIRMED,0.464,0,0,0,0,6.20920207,136.87938,0.272,2.637,101.9,0.89,914,164.98,12.1,2,q1_q17_dr25_tce,5440,4.438,0.885,14.48
CONFIRMED,1,0,0,0,0,5.48711441,356.0773,0.812,2.93,1328.6,3.24,836,115.29,51.9,1,q1_q17_dr25_tce,5103,4.562,0.787,15.812
CONFIRMED,0.999,0,0,0,0,8.29084167,359.63666,0.929,3.613,1033.9,3.21,728,66.47,34.7,2,q1_q17_dr25_tce,5103,4.562,0.787,15.812
CONFIRMED,1,0,0,0,0,3.20539622,354.63069,0.512,2.143,453.6,1.7,1000,236.11,20.6,3,q1_q17_dr25_tce,5103,4.562,0.787,15.812
CONFIRMED,1,0,0,0,0,16.73869035,359.41655,0.578,2.398,996.8,2.56,576,26.06,20.4,4,q1_q17_dr25_tce,5103,4.562,0.787,15.812
FALSE POSITIVE,0.003,0,1,0,0,5.093938816,139.7178386,0.618,3.93144,25027,17.19,1137,395.38,1131.7,1,q1_q17_dr25_tce,6197,4.449,1.035,14.575
CONFIRMED,0.999,0,0,0,0,13.93291548,139.41058,0.908,2.6239,131.6,1.66,852,124.53,28.9,1,q1_q17_dr25_tce,6026,4.321,1.207,11.538
CONFIRMED,0.912,0,0,0,0,2.36436762,132.25007,0.146,3.372,28.4,0.82,1752,2228.09,12.4,1,q1_q17_dr25_tce,6250,4.184,1.543,11.6
CONFIRMED,1,0,0,0,0,20.31047472,146.82534,0.05,5.3357,164.6,2.41,931,177.81,46.1,1,q1_q17_dr25_tce,6065,3.97,1.877,11.855
CONFIRMED,1,0,0,0,0,2.53475568,132.68024,0.878,4.5716,463,2.02,1218,519.95,51.3,1,q1_q17_dr25_tce,5662,4.532,0.806,15.341
CONFIRMED,1,0,0,0,0,43.3167427,136.57435,0.034,4.995,987.5,2.42,459,10.47,27.1,1,q1_q17_dr25_tce,5654,4.59,0.774,15.737
FALSE POSITIVE,0,0,1,0,0,37.59029855,157.350357,0.38,4.3855,19939,14.39,573,25.53,929,1,q1_q17_dr25_tce,6147,4.463,1.003,14.904
CONFIRMED,1,0,0,0,0,31.0033072,143.29085,0.151,5.253,645.2,2.72,616,34.03,22.1,1,q1_q17_dr25_tce,6090,4.447,1.071,15.898
FALSE POSITIVE,0,0,0,1,1,3.351556891,134.28439,0.129,2.4005,341.9,1.64,1074,314.73,38.8,1,q1_q17_dr25_tce,5185,4.442,0.911,14.815
CONFIRMED,1,0,0,0,0,2.617028373,134.03294,0.146,2.046,499.4,1.57,996,233.23,30.8,1,q1_q17_dr25_tce,4831,4.568,0.724,15.835
FALSE POSITIVE,0,0,0,1,0,1.876406096,133.12761,0.302,1.531,433.8,1.57,1192,476.68,37,1,q1_q17_dr25_tce,5198,4.6,0.759,15.202
FALSE POSITIVE,0,0,0,1,1,6.71425632,134.31646,0.965,3.339,283.5,5.76,1565,1416.6,46.5,1,q1_q17_dr25_tce,6093,3.737,2.623,13.488
CONFIRMED,1,0,0,0,0,150.2412582,138.29013,0.345,10.849,2378.5,4.6,327,2.72,72.3,1,q1_q17_dr25_tce,5604,4.451,0.943,14.827
CONFIRMED,0.989,0,0,0,0,53.44944498,149.20185,0.092,5.3091,3437,5.82,486,13.23,119.5,1,q1_q17_dr25_tce,5919,4.485,1,15.287
FALSE POSITIVE,0,0,1,1,1,0.466743525,133.971123,1.186,1.3956,796.1,20.43,2197,5480.92,103.6,1,q1_q17_dr25_tce,5791,4.549,0.856,15.33
FALSE POSITIVE,0.001,0,0,1,0,1.727177258,355.37033,0.676,2.081,347.4,1.42,1250,576.55,17.1,1,q1_q17_dr25_tce,5394,4.622,0.72,15.935
CONFIRMED,1,0,0,0,0,7.24022418,355.01243,0.507,2.9153,864.9,2.14,716,62.1,48.2,1,q1_q17_dr25_tce,4955,4.61,0.721,15.565
CONFIRMED,1,0,0,0,0,4.64622383,354.58863,0.88,2.5137,446.5,1.82,830,112.18,28.2,3,q1_q17_dr25_tce,4955,4.61,0.721,15.565
CONFIRMED,1,0,0,0,0,10.29674097,132.19453,0.298,2.7292,1011.8,5.75,1129,384.86,31.3,1,q1_q17_dr25_tce,6068,4.04,1.797,15.767
CONFIRMED,0.997,0,0,0,0,5.93919041,353.75537,0.107,2.285,424.5,3.7,1357,801.92,15.9,2,q1_q17_dr25_tce,6068,4.04,1.797,15.767
CONFIRMED,1,0,0,0,0,19.74733983,147.10553,0.595,3.4444,480.7,2.62,754,76.57,47.1,1,q1_q17_dr25_tce,6243,4.406,1.149,12.949
CONFIRMED,0.982,0,0,0,0,30.36044536,148.091546,0.359,6.0134,21125,10.99,459,10.47,1126.2,1,q1_q17_dr25_tce,4939,4.541,0.765,14.388
CONFIRMED,0.995,0,0,0,0,4.4096675,132.45003,0.814,2.1418,132.7,1.51,1192,476.94,26.4,1,q1_q17_dr25_tce,5836,4.347,1.166,13.574
CONFIRMED,0.999,0,0,0,0,4.16787814,135.28334,0.168,2.2136,168.1,1.07,962,202.48,32.9,1,q1_q17_dr25_tce,5251,4.541,0.847,13.293
CONFIRMED,0.998,0,0,0,0,11.79161234,134.54064,0.034,3.036,415.4,2.41,857,127.75,20.7,1,q1_q17_dr25_tce,5619,4.264,1.199,14.941
FALSE POSITIVE,1,0,1,0,0,20.55848388,133.00401,1.334,1.449,677.3,36.9,624,35.76,20.8,1,q1_q17_dr25_tce,5578,4.484,0.936,14.792
CONFIRMED,1,0,0,0,0,26.964501,145.34426,0.006,3.792,601.7,2.2,573,25.56,20.1,1,q1_q17_dr25_tce,5754,4.534,0.905,15.789
CONFIRMED,0.999,0,0,0,0,7.76845639,138.06602,0.353,3.689,217.8,1.35,841,118.09,23.6,1,q1_q17_dr25_tce,5447,4.481,0.917,14.8
FALSE POSITIVE,0,0,1,1,1,2.178154348,134.203059,1.21,3.4874,428.6,22.22,1392,886.88,93,1,q1_q17_dr25_tce,5947,4.482,0.881,14.07
CONFIRMED,1,0,0,0,0,5.03257009,137.32638,0.97,4.213,439.1,2.53,1047,283.49,26.3,1,q1_q17_dr25_tce,5970,4.521,0.908,15.695
CONFIRMED,1,0,0,0,0,40.4286676,139.50631,0.872,7.102,916.1,2.92,494,14.08,40.9,1,q1_q17_dr25_tce,5813,4.561,0.833,14.982
CONFIRMED,1,0,0,0,0,21.3588236,135.07022,0.092,5.823,640.1,2.52,691,53.89,33.2,1,q1_q17_dr25_tce,6170,4.472,0.992,15.259
CONFIRMED,1,0,0,0,0,22.0459163,136.47548,0.837,5.22,804.8,3.05,640,39.69,29.7,1,q1_q17_dr25_tce,5900,4.509,0.951,15.689
FALSE POSITIVE,0.001,0,1,0,0,49.6456235,153.0806,1.236,23.568,857.5,43.41,648,41.57,176.5,1,q1_q17_dr25_tce,6273,4.129,1.493,12.385
CONFIRMED,1,0,0,0,0,17.32670445,360.5083,0.756,4.269,800,2.23,535,19.38,34.8,2,q1_q17_dr25_tce,4955,4.61,0.721,15.565
CONFIRMED,0.999,0,0,0,0,44.8411168,359.87359,0.864,5.902,1051.6,2.75,390,5.45,28.9,4,q1_q17_dr25_tce,4955,4.61,0.721,15.565
FALSE POSITIVE,0,0,0,1,0,1.008917105,354.85926,0.545,1.4577,338.5,1.51,1636,1698.88,34.2,1,q1_q17_dr25_tce,5708,4.578,0.795,15.36
CONFIRMED,1,0,0,0,0,13.75207851,143.03241,0.836,2.8831,1215.6,2.81,556,22.57,36.8,1,q1_q17_dr25_tce,4802,4.616,0.699,15.587
CONFIRMED,1,0,0,0,0,6.33855946,354.85104,0.907,3.4617,721.7,3.31,1034,270.47,57.4,1,q1_q17_dr25_tce,6108,4.466,1.03,15.182
CONFIRMED,1,0,0,0,0,4.59489816,133.83995,0.953,3.1381,109.7,1.85,1319,716.65,27.7,1,q1_q17_dr25_tce,6056,4.217,1.381,13.298
CONFIRMED,0.977,0,0,0,0,32.2964275,138.52615,0.207,4.561,472.2,1.9,503,15.14,17.9,1,q1_q17_dr25_tce,5246,4.47,0.891,15.2
CONFIRMED,1,0,0,0,0,2.97041801,133.39136,0.379,2.2369,530.7,1.7,991,228.11,22.4,1,q1_q17_dr25_tce,5068,4.608,0.743,15.759
FALSE POSITIVE,0,0,1,0,0,6.814984472,134.212391,0.793,3.05409,23915,14.18,836,115.58,742.2,1,q1_q17_dr25_tce,5465,4.566,0.817,15.981
FALSE POSITIVE,0,0,1,1,1,63.9354965,162.84657,1.2,13.321,1250.6,2637.6,2590,10631.01,57.6,1,q1_q17_dr25_tce,3626,0.684,97.41,10.88
CONFIRMED,0.988,0,0,0,0,7.891448838,177.2499624,0.306,4.2854,10345,12.63,1028,263.54,1955.1,1,q1_q17_dr25_tce,5972,4.313,1.237,13.435
CONFIRMED,1,0,0,0,0,2.578852119,133.2237,0.625,2.3581,334.3,1.63,1230,540.56,36.7,1,q1_q17_dr25_tce,5743,4.553,0.853,15.106
FALSE POSITIVE,0,0,1,1,0,9.04189129,137.86611,0.967,2.789,783.4,3.24,729,66.83,34.5,1,q1_q17_dr25_tce,5237,4.572,0.826,14.88
CONFIRMED,1,0,0,0,0,30.22910274,134.52081,0.77,6.6751,443.4,3.49,755,76.88,71.7,1,q1_q17_dr25_tce,6325,4.188,1.518,13.432
FALSE POSITIVE,0,0,1,1,1,0.798200403,133.962079,1.193,1.8261,396.8,24.03,2128,4875.01,65.9,1,q1_q17_dr25_tce,6258,4.449,1.031,14.613
FALSE POSITIVE,0.876,0,1,0,0,3.479425638,136.797172,0.612,3.4479,19550,12.86,1166,435.85,123.3,1,q1_q17_dr25_tce,5907,4.519,0.878,14.041
FALSE POSITIVE,0.001,0,0,1,0,2.92878704,356.28699,1.212,4.634,549.4,22.76,1239,556.77,47.7,1,q1_q17_dr25_tce,5955,4.534,0.883,15.148
CONFIRMED,1,0,0,0,0,9.80321143,363.98686,0.663,4.4617,813.4,2.99,896,152.12,53.1,1,q1_q17_dr25_tce,6170,4.472,0.992,15.439
CONFIRMED,1,0,0,0,0,24.81097206,156.506971,0.039,3.2245,2090.8,4.22,631,37.43,123.9,1,q1_q17_dr25_tce,6086,4.511,0.921,14.373
CONFIRMED,0.986,0,0,0,0,4.8538404,135.09902,0.943,3.198,196.4,1.72,1052,288.7,15.4,1,q1_q17_dr25_tce,5778,4.483,0.968,14.971
CONFIRMED,0.996,0,0,0,0,11.04605365,136.44056,0.064,4.799,308.3,1.8,869,134.66,24.3,1,q1_q17_dr25_tce,6093,4.429,1.025,14.681
FALSE POSITIVE,0,0,1,0,0,2.621706694,131.88227,1.279,1.941,4572,34.68,1288,648.75,24.3,1,q1_q17_dr25_tce,5749,4.436,0.881,15.399
CONFIRMED,1,0,0,0,0,3.72020708,133.41684,0.341,1.892,156.9,0.99,954,195.7,15,1,q1_q17_dr25_tce,5017,4.516,0.797,14.293
FALSE POSITIVE,0,0,1,0,0,12.26486736,139.304999,0.818,4.7366,11311,28.29,1077,317.89,560.2,1,q1_q17_dr25_tce,5372,3.81,2.344,14.137
CONFIRMED,1,0,0,0,0,8.689301216,133.661284,0.029,2.563,1117,2.92,782,88.24,70.9,1,q1_q17_dr25_tce,5211,4.447,0.895,14.548
CONFIRMED,0,0,0,0,0,20.99757968,132.05689,0.277,2.454,1131.8,2.97,582,27.2,44.7,2,q1_q17_dr25_tce,5211,4.447,0.895,14.548
FALSE POSITIVE,0.001,0,0,1,0,0.979442525,132.42297,0.388,1.0348,469.3,1.64,1567,1420.01,27,1,q1_q17_dr25_tce,5532,4.607,0.745,15.747
CONFIRMED,0.802,0,0,0,0,3.120828136,139.466594,0.784,2.1878,16456,14.16,1303,680.79,113.5,1,q1_q17_dr25_tce,6122,4.471,0.996,14.804
CONFIRMED,0.992,0,0,0,0,15.13590453,146.58371,0.46,2.236,255.7,2.57,933,179.16,19.8,1,q1_q17_dr25_tce,6050,4.137,1.572,13.964
FALSE POSITIVE,0,0,0,1,0,1.399326503,133.61426,0.009,1.8305,206.4,1,1143,402.58,22.7,1,q1_q17_dr25_tce,4502,4.572,0.728,15.447
CONFIRMED,0.889,0,0,0,0,1.937029968,134.72107,0.105,1.4727,312.3,0.87,802,97.94,42.8,1,q1_q17_dr25_tce,4042,4.761,0.49,14.39
CONFIRMED,0.991,0,0,0,0,7.06117322,136.27344,0.845,1.0406,481.7,1.23,521,17.41,27.2,2,q1_q17_dr25_tce,4042,4.761,0.49,14.39
CONFIRMED,1,0,0,0,0,20.55331441,139.5613,0.795,5.3136,678.3,3.19,749,74.49,40.6,1,q1_q17_dr25_tce,6325,4.409,1.112,14.829
CONFIRMED,1,0,0,0,0,40.0686713,151.80901,0.029,5.8875,970.9,3.1,560,23.27,62,1,q1_q17_dr25_tce,6026,4.411,0.992,14.683
CONFIRMED,1,0,0,0,0,114.73658,165.150671,0.595,12.0355,4850,12.28,476,12.13,230.6,1,q1_q17_dr25_tce,5597,3.963,1.699,14.6
CONFIRMED,0,0,0,0,0,191.239133,286.22034,0.876,16.942,1061.2,6.47,401,6.14,36.8,2,q1_q17_dr25_tce,5597,3.963,1.699,14.6
FALSE POSITIVE,0,0,1,1,0,24.3282251,141.05149,4.426,6.158,1120.6,294.02,520,17.33,26.4,1,q1_q17_dr25_tce,5286,4.59,0.78,15.952
CONFIRMED,1,0,0,0,0,10.41572666,143.04774,0.682,2.7719,825.3,3.01,797,95.64,69.3,1,q1_q17_dr25_tce,5511,4.426,0.987,14.072
CONFIRMED,0.999,0,0,0,0,14.97031664,134.50507,0.352,5.884,290.5,2.53,883,143.33,28.9,1,q1_q17_dr25_tce,5726,4.123,1.483,14.167
CONFIRMED,0.987,0,0,0,0,32.2753853,149.046,0.608,8.622,223.9,2.31,683,51.5,17.9,2,q1_q17_dr25_tce,5726,4.123,1.483,14.167
CONFIRMED,0.994,0,0,0,0,38.3262237,142.08401,0.963,3.073,392.1,2.43,480,12.56,15,1,q1_q17_dr25_tce,5229,4.441,0.903,14.31
CONFIRMED,0.992,0,0,0,0,4.04355245,131.62995,0.984,1.965,416.2,1.75,613,33.34,21.2,1,q1_q17_dr25_tce,3871,4.744,0.532,14.963
CONFIRMED,0.677,0,0,0,0,5.52418625,135.62306,0.492,2.826,491,2.25,976,214.86,20.7,1,q1_q17_dr25_tce,5334,4.372,1.004,15.377
CONFIRMED,0.972,0,0,0,0,8.77514782,133.70319,0.504,3.176,351.9,1.91,837,115.84,12.7,2,q1_q17_dr25_tce,5334,4.372,1.004,15.377
FALSE POSITIVE,1,0,1,0,0,10.12742274,135.26504,0.696,1.2762,933.5,3.8,969,208.77,19.5,1,q1_q17_dr25_tce,6392,4.399,1.162,15.623
FALSE POSITIVE,0.406,0,0,1,0,0.870693883,132.083949,0.832,1.2137,438.5,2.09,1876,2923.54,55.6,1,q1_q17_dr25_tce,5985,4.519,0.883,14.996
CONFIRMED,1,0,0,0,0,27.5071114,151.84775,0.918,5.907,580.7,2.58,569,24.71,30.7,1,q1_q17_dr25_tce,5783,4.539,0.88,15.219
CONFIRMED,1,0,0,0,0,5.1443645,133.83044,0.031,2.703,310.7,1.55,923,171.63,20.2,1,q1_q17_dr25_tce,5157,4.445,0.904,15.369
CONFIRMED,1,0,0,0,0,18.45848388,138.1635,0.832,3.3703,535.3,2.5,632,37.81,41.5,1,q1_q17_dr25_tce,5311,4.419,0.948,14.516
CONFIRMED,1,0,0,0,0,25.9421582,156.18894,0.577,4.045,569.7,1.95,501,14.85,31.6,1,q1_q17_dr25_tce,5167,4.585,0.796,14.817
CONFIRMED,1,0,0,0,0,21.06075303,143.59983,0.176,5.2472,301.2,1.78,669,47.39,54.4,1,q1_q17_dr25_tce,5706,4.382,1.034,13.182
CONFIRMED,1,0,0,0,0,13.08424286,132.63129,0.701,3.0401,662,2.71,739,70.51,51.2,2,q1_q17_dr25_tce,5511,4.426,0.987,14.072
CONFIRMED,0.995,0,0,0,0,2.684328541,133.3548095,0.076,2.69382,18136,12.73,1265,603.57,2833.1,1,q1_q17_dr25_tce,5561,4.411,0.956,14.29
CONFIRMED,1,0,0,0,0,2.806243488,133.7314,0.043,1.6271,599.6,1.41,771,83.53,22.4,1,q1_q17_dr25_tce,4153,4.684,0.581,15.988
FALSE POSITIVE,0,0,0,1,0,2.27190723,134.79852,0.719,5.383,149,1.12,1318,714.27,36.8,1,q1_q17_dr25_tce,5788,4.506,0.856,14.459
FALSE POSITIVE,0,0,0,1,0,7.132351753,134.473083,1.206,2.9674,744.1,49.34,1579,1466.12,91.2,1,q1_q17_dr25_tce,7530,4.08,1.93,13.337
CONFIRMED,1,0,0,0,0,6.53194024,136.03223,0.83,3.3351,771.9,3.09,907,159.66,39.6,1,q1_q17_dr25_tce,5301,4.391,0.977,15.28
CONFIRMED,0.994,0,0,0,0,51.3011844,153.52571,0.003,5.359,498.9,2.07,492,13.86,19.6,1,q1_q17_dr25_tce,6032,4.508,0.929,14.739
FALSE POSITIVE,0,0,1,0,0,1.097211085,131.517201,1.145,1.6738,38946,16.07,740,71.01,83.5,1,q1_q17_dr25_tce,3497,4.92,0.334,15.155
CONFIRMED,1,0,0,0,0,0.938466959,135.600698,0.054,1.3015,217.4,1.58,1876,2919.17,54.4,1,q1_q17_dr25_tce,5499,4.323,1.087,13.757
CONFIRMED,1,0,0,0,0,3.217518511,133.6320632,0.638,2.11481,14319,11.38,1185,464.73,1287.4,1,q1_q17_dr25_tce,5720,4.473,0.903,14.835
CONFIRMED,1,0,0,0,0,4.66271902,134.08296,0.485,2.757,1630.6,3.86,1039,274.98,28.2,1,q1_q17_dr25_tce,5729,4.514,0.939,13.297
CONFIRMED,1,0,0,0,0,11.8150174,133.08929,0.875,2.834,1003,3.48,762,79.66,10.5,2,q1_q17_dr25_tce,5729,4.514,0.939,13.297
CONFIRMED,1,0,0,0,0,7.834433676,135.222143,0.714,2.89,2018.1,3.47,689,53.33,246.6,1,q1_q17_dr25_tce,4920,4.62,0.72,12.231
CONFIRMED,1,0,0,0,0,3.005156911,137.103362,0.844,2.0747,691.6,2.2,949,191.27,115.1,2,q1_q17_dr25_tce,4920,4.62,0.72,12.231
CONFIRMED,0.998,0,0,0,0,33.3856176,148.92764,0.562,5.0361,553.2,2.48,580,26.73,37.1,1,q1_q17_dr25_tce,5833,4.407,1.022,14.264
FALSE POSITIVE,0,0,0,1,1,8.48039789,135.85018,0.486,6.249,259.7,1.71,866,132.85,22.7,1,q1_q17_dr25_tce,5401,4.364,1.05,14.673
FALSE POSITIVE,0,0,0,1,0,1.333395306,134.18228,0.151,1.188,114.5,0.86,1390,880.53,11.5,1,q1_q17_dr25_tce,5199,4.527,0.811,15.299
CONFIRMED,1,0,0,0,0,7.71467686,133.55635,0.899,4.5871,233.9,4.65,1622,1636.72,33.3,1,q1_q17_dr25_tce,6900,3.843,2.599,12.082
CONFIRMED,1,0,0,0,0,4.4444826,133.46308,0.941,3.686,163,1.71,1217,518.45,18,1,q1_q17_dr25_tce,6240,4.426,1.079,15.216
FALSE POSITIVE,0,0,1,1,1,21.3781146,147.2124,0.906,19.359,556.1,3.18,727,65.94,35.4,1,q1_q17_dr25_tce,6218,4.417,1.131,15.686
CONFIRMED,1,0,0,0,0,29.5422566,137.57837,0.959,13.902,879.9,3.15,515,16.56,39.5,1,q1_q17_dr25_tce,5510,4.572,0.803,15.481
