koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,0.005,0,0,1,0,0.474811162,132.20477,0.44,1.169,205.2,1.28,2206,5603.32,17.4,1,q1_q17_dr25_tce,5799,4.539,0.878,15.733
CONFIRMED,0.996,0,0,0,0,47.0568476,161.05864,0.027,5.2232,1531.2,2.84,411,6.72,38,1,q1_q17_dr25_tce,5288,4.613,0.74,15.549
FALSE POSITIVE,,1,0,0,0,367.73299,302.3576,0.0064,10.158,503.9,2.1,266,1.19,11.2,,,6225,4.481,0.931,14.892
FALSE POSITIVE,0,1,0,1,0,0.743495989,132.18904,1.144,2.255,172.8,11.82,1617,1612.65,26,2,q1_q17_dr25_tce,5345,4.639,0.686,15.222
FALSE POSITIVE,0,0,0,1,0,1.405887031,132.01147,0.364,1.184,216,0.95,1086,329.99,13.8,1,q1_q17_dr25_tce,4440,4.618,0.653,15.643
FALSE POSITIVE,0,0,0,1,1,1.45728997,131.5882,0.749,3.582,71.3,0.93,1665,1818.19,15.5,1,q1_q17_dr25_tce,6063,4.476,1.012,14.561
FALSE POSITIVE,0,0,1,1,1,1.245331397,132.22902,0.649,2.566,38.1,1.61,2678,12115.45,26.5,1,q1_q17_dr25_tce,6106,3.781,2.477,12.341
FALSE POSITIVE,0,0,0,1,1,1.52593737,132.6849,0.681,1.958,159.1,1.39,1697,1963.41,9.6,1,q1_q17_dr25_tce,6184,4.448,1.038,14.943
FALSE POSITIVE,0,0,1,1,1,8.21429932,135.00609,0.667,3.099,70.7,1.66,1312,701.11,19.7,1,q1_q17_dr25_tce,6277,3.951,1.869,12.344
FALSE POSITIVE,0,0,1,0,0,1.54945486,132.47682,0.228,6.698,21.8,1.34,3006,19304.93,20.9,1,q1_q17_dr25_tce,7382,3.838,2.804,12.374
FALSE POSITIVE,0,0,1,0,1,8.42943991,132.29198,0.82,2.441,89.1,1.19,1029,265.39,19.7,1,q1_q17_dr25_tce,6353,4.375,1.132,12.385
CONFIRMED,0.973,0,0,0,0,10.60052083,132.98523,0.729,4.509,60.9,1.09,987,224.28,17.4,1,q1_q17_dr25_tce,6035,4.212,1.303,12.405
FALSE POSITIVE,,1,1,0,0,0.9570701,131.7767386,,2.75,,,,,,1,q1_q16_tce,,,,14.446
CONFIRMED,1,0,0,0,0,21.8634638,145.2419,0.502,3.542,871,2.37,551,21.77,9.9,1,q1_q17_dr25_tce,5383,4.587,0.789,15.965
FALSE POSITIVE,0,0,1,1,0,86.4392931,144.58294,1.28,6.534,1175.1,35.31,442,8.99,20.5,1,q1_q17_dr25_tce,6208,4.454,1.024,14.329
CONFIRMED,0.927,0,0,0,0,63.3354719,162.6161,0.029,3.651,983,1.18,202,0.39,13,5,q1_q17_dr25_tce,3526,4.866,0.383,15.921
FALSE POSITIVE,0,0,1,1,0,14.77820911,144.09725,1.258,5.395,10774,44.48,809,101.07,123.1,1,q1_q17_dr25_tce,6258,4.442,1.046,15.696
FALSE POSITIVE,0,0,1,0,0,15.60862948,144.30211,1.171,6.6957,34356,39.42,648,41.71,186,1,q1_q17_dr25_tce,5569,4.566,0.829,15.466
FALSE POSITIVE,,1,0,0,0,389.14115,309.5721,0.0973,7.93,347.4,1.67,250,0.92,10.1,,,6043,4.505,0.894,14.534
FALSE POSITIVE,,1,0,0,0,365.78863,187.5436,0.1564,12.76,885,2.21,215,0.5,10.5,,,5407,4.585,0.752,15.964
FALSE POSITIVE,0,0,0,1,0,2.4826619,133.78028,0.731,2.115,37,0.8,1619,1627.36,10,1,q1_q17_dr25_tce,6356,4.292,1.225,13.505
FALSE POSITIVE,,0,1,0,1,2.17811908,132.02334,0.3437,1.468,74,0.8,1412,938.51,9.8,1,q1_q17_dr24_tce,6039,4.505,0.921,14.555
FALSE POSITIVE,0,0,0,1,0,1.11205787,132.01568,0.008,1.459,118.7,1.02,1799,2484.64,16.1,1,q1_q17_dr25_tce,6098,4.488,0.932,14.935
FALSE POSITIVE,,1,0,0,0,224.447413,293.1378,0.4162,4.986,651,2.05,260,1.08,7.9,,,5489,4.574,0.798,15.618
FALSE POSITIVE,0.273,0,0,1,0,21.8660922,138.517,0.057,2.03,301.6,1.88,730,67.15,9.2,1,q1_q17_dr25_tce,6309,4.402,1.077,15.019
FALSE POSITIVE,0,1,0,0,0,5.09506,132.4511,0.691,5.73,23.6,2.14,2247,6030.14,7.6,1,q1_q17_dr25_tce,6700,3.48,4.146,12.062
CONFIRMED,1,0,0,0,0,0.689967868,131.63498,0.119,1.1688,122.9,0.78,1539,1336.82,28.7,1,q1_q17_dr25_tce,4872,4.615,0.726,12.411
FALSE POSITIVE,0,0,0,0,1,1.89132292,132.6489,0.709,5.607,16,0.9,2799,14532.55,14.8,1,q1_q17_dr25_tce,8482,4.089,2.106,12.417
FALSE POSITIVE,0,0,1,0,1,0.918420801,131.58576,0.656,3.533,56.7,1.14,2374,7502.5,40.3,1,q1_q17_dr25_tce,6210,4.166,1.434,12.434
FALSE POSITIVE,0,1,0,1,0,0.573709256,131.93854,0.69,1.4932,131.2,7.05,4415,90258.45,37.5,1,q1_q17_dr25_tce,5261,3.13,5.769,12.436
CONFIRMED,0.95,0,0,0,0,13.8353959,134.3082,0.94,4.961,818,3.78,809,101.05,10.3,1,q1_q17_dr25_tce,6020,4.403,1.057,15.842
FALSE POSITIVE,0.065,1,0,1,0,46.9434911,176.32544,0.213,1.368,100.7,1.57,669,47.27,6.6,1,q1_q17_dr25_tce,6253,4.102,1.55,13.098
CONFIRMED,0.987,0,0,0,0,19.5906103,144.65969,0.529,6.745,297,2.64,819,106.48,24.9,2,q1_q17_dr25_tce,5794,4.118,1.496,15.024
CONFIRMED,0.994,0,0,0,0,8.23983041,137.75528,0.012,5.619,251,2.35,1093,338.17,29.4,1,q1_q17_dr25_tce,5794,4.118,1.496,15.024
FALSE POSITIVE,,1,0,0,0,427.65334,136.2622,0.4355,11.17,157.1,1.97,284,1.53,7.2,,,5325,4.004,1.565,13.776
FALSE POSITIVE,,1,0,0,0,412.041857,354.8569,0.1068,5.572,1959,3.77,217,0.52,12.3,,,5485,4.556,0.867,15.403
FALSE POSITIVE,0,0,0,1,1,0.9628348,132.1907,0.309,2.259,92.8,0.81,1648,1734.83,7.6,1,q1_q17_dr25_tce,5559,4.554,0.838,15.466
FALSE POSITIVE,0.001,0,0,1,0,1.57017249,132.1034,0.085,2.257,158.4,0.82,1232,543.06,10.2,1,q1_q17_dr25_tce,5300,4.66,0.66,15.981
FALSE POSITIVE,0,1,0,1,1,0.566798364,131.81891,0.487,3.172,38.6,0.66,2272,6280.34,14.1,1,q1_q17_dr25_tce,5864,4.411,1.04,14.895
FALSE POSITIVE,,0,0,1,0,3.22452656,132.50118,0.0995,5.156,57.5,24.48,4883,134353.84,24.3,1,q1_q17_dr24_tce,3857,1.338,34.674,12.474
FALSE POSITIVE,0,0,0,1,1,1.89127438,132.68059,0.514,4.491,32.3,2.03,3342,29488.85,24.6,1,q1_q17_dr25_tce,7919,3.663,3.46,12.481
FALSE POSITIVE,0,0,0,1,1,1.33256944,132.05502,0.456,3.89,20.6,0.46,1624,1636.72,18.8,1,q1_q17_dr25_tce,5655,4.431,0.998,12.496
CONFIRMED,0.955,0,0,0,0,66.6504521,171.18229,0.433,5.744,536.9,1.56,308,2.14,27.1,1,q1_q17_dr25_tce,4550,4.627,0.679,14.352
FALSE POSITIVE,,0,1,1,0,55.7002642,152.6957,0.2976,4.285,332.7,1.18,309,2.14,10.8,1,q1_q17_dr24_tce,4267,4.608,0.67,14.807
CONFIRMED,0.986,0,0,0,0,3.54553077,132.37486,0.143,4.143,119.2,1.62,1448,1039.47,18.1,3,q1_q17_dr25_tce,5794,4.118,1.496,15.024
FALSE POSITIVE,0,0,1,1,1,10.88241656,132.677164,1.199,5.4674,16630,29.69,632,37.81,265.2,1,q1_q17_dr25_tce,4946,4.57,0.715,14.874
FALSE POSITIVE,0,0,1,0,0,25.19830439,142.2240343,1.069,5.1942,73834,46.14,604,31.54,1669.4,1,q1_q17_dr25_tce,5955,4.534,0.883,15.94
FALSE POSITIVE,0,1,0,1,1,0.50727675,131.77681,0.429,2.32,214.7,1.7,2449,8524.12,33.5,1,q1_q17_dr25_tce,5970,4.399,1.143,13.639
FALSE POSITIVE,0,0,0,1,0,1.316398648,132.2998,0.392,1.169,182.5,1.09,1374,842.93,13.1,1,q1_q17_dr25_tce,5088,4.508,0.806,15.797
FALSE POSITIVE,,1,0,0,0,419.4596,275.458,0.0167,13.53,131.8,2.1,303,2,8.4,,,5248,3.886,1.869,13.846
FALSE POSITIVE,0,1,0,0,1,14.2005007,135.7279,1.106,5.232,80.6,13.28,843,119.41,10.6,2,q1_q17_dr25_tce,6332,4.406,1.065,13.594
FALSE POSITIVE,0,0,0,1,0,1.318347743,132.7886,0.427,0.871,113.2,1.23,1861,2827.4,10.6,1,q1_q17_dr25_tce,6143,4.351,1.121,14.942
FALSE POSITIVE,,0,0,1,0,5.5834987,132.562,0.7862,2.484,87.4,1.41,1317,711.41,11.8,1,q1_q17_dr24_tce,6517,4.241,1.375,13.663
FALSE POSITIVE,0,0,0,1,1,1.12401084,131.64952,0.297,3.052,43.6,0.61,1719,2058.79,10,1,q1_q17_dr25_tce,5941,4.519,0.911,14.665
FALSE POSITIVE,0,0,0,1,1,1.21374652,131.735,0.57,3.371,28.9,0.59,1880,2945.61,17.4,1,q1_q17_dr25_tce,6238,4.407,1.049,12.107
CONFIRMED,0.975,0,0,0,0,5.24970432,135.46911,0.248,2.746,61.9,0.67,954,195.3,13.9,3,q1_q17_dr25_tce,5528,4.499,0.853,13.404
FALSE POSITIVE,0,1,0,1,1,45.4333769,172.93877,0.959,6.351,905.8,2.23,315,2.34,18.1,2,q1_q17_dr25_tce,4371,4.712,0.559,15.773
CONFIRMED,0.502,0,0,0,0,56.6746666,160.44836,0.626,5.516,883.1,4.01,522,17.59,22.7,1,q1_q17_dr25_tce,5541,4.189,1.295,14.682
FALSE POSITIVE,0,0,1,0,0,63.9005941,189.47344,1.194,8.2789,17097,25.91,353,3.68,110.8,1,q1_q17_dr25_tce,5204,4.63,0.634,15.426
CONFIRMED,0.993,0,0,0,0,16.2951259,144.80425,0.494,3.678,197.9,1.15,574,25.59,13,1,q1_q17_dr25_tce,4915,4.512,0.812,15.061
FALSE POSITIVE,0,0,1,0,0,18.17304501,355.230984,0.674,10.9113,69911,24.39,650,42.19,1820.5,1,q1_q17_dr25_tce,5799,4.548,0.86,15.927
FALSE POSITIVE,0,0,1,1,0,14.12678065,137.90377,1.254,5.9303,7647.4,31.13,670,47.56,127.1,1,q1_q17_dr25_tce,5656,4.583,0.784,15.91
FALSE POSITIVE,,1,0,0,0,358.56462,151.8698,0.4108,11.64,170.2,0.99,219,0.55,9.6,,,5375,4.531,0.752,13.542
FALSE POSITIVE,0.001,0,0,1,0,1.337561836,132.14597,0.055,1.575,41,1.11,2322,6870.94,9.5,1,q1_q17_dr25_tce,6406,4.056,1.715,14.217
FALSE POSITIVE,0,1,0,1,0,2.23755641,133.0574,0.182,2.089,101.1,0.93,1397,897.8,7.3,1,q1_q17_dr25_tce,6026,4.505,0.924,15.578
FALSE POSITIVE,,1,0,1,0,1.035268597,131.73249,0.3845,0.5663,112.2,1.34,2136,4922.79,15.1,,,6332,4.311,1.205,13.866
FALSE POSITIVE,,1,0,0,0,359.3259,431.3267,0.2279,9.836,246.2,3.6,410,6.69,13.5,,,6570,3.902,2.27,13.274
FALSE POSITIVE,0,1,0,0,1,0.566805268,131.8224,0.069,3.721,35.7,0.65,2492,9052.02,12.5,1,q1_q17_dr25_tce,6403,4.418,1.086,15.061
CONFIRMED,1,0,0,0,0,12.27057043,137.57434,0.026,3.002,295.5,1.67,811,102.25,18.7,1,q1_q17_dr25_tce,6075,4.486,0.969,14.411
CONFIRMED,0.966,0,0,0,0,13.2274753,137.71768,0.803,6.356,229.8,1.94,867,133.34,16.4,1,q1_q17_dr25_tce,6269,4.405,1.155,15.05
FALSE POSITIVE,0,0,1,1,0,0.559517155,132.07411,0.328,0.596,57.9,1.04,2762,13839.66,12.7,1,q1_q17_dr25_tce,6462,4.266,1.309,13.741
FALSE POSITIVE,0,0,1,1,0,29.47316279,154.89251,1.362,6.4327,12568,48.98,565,24.07,179.3,1,q1_q17_dr25_tce,5838,4.529,0.897,15.957
FALSE POSITIVE,0,0,1,1,1,0.580725004,131.73303,0.137,2.071,105.2,0.85,1939,3355.68,18,1,q1_q17_dr25_tce,5471,4.53,0.841,15.236
FALSE POSITIVE,,1,0,0,0,1.94468659,133.2347,1.1592,18.22,455.5,69.59,3334,29219.04,17.1,,,7894,3.644,3.521,11.708
CONFIRMED,0.941,0,0,0,0,7.28116667,132.7518,0.1,2.716,333.8,1.4,744,72.16,11.5,1,q1_q17_dr25_tce,5008,4.572,0.788,15.993
FALSE POSITIVE,,1,0,0,0,383.10017,286.3372,0.1365,8.8,579.4,2.18,248,0.9,10,,,6011,4.522,0.902,15.339
FALSE POSITIVE,0,1,0,1,0,0.605556082,132.02856,0.176,1.2399,101.7,0.86,2120,4796.94,15.3,1,q1_q17_dr25_tce,6123,4.556,0.846,14.99
CONFIRMED,0.995,0,0,0,0,4.36125889,132.53228,0.374,2.174,189.2,1.2,1000,236.01,10.7,1,q1_q17_dr25_tce,5520,4.544,0.873,14.951
FALSE POSITIVE,0.001,0,0,1,0,1.19087362,131.71838,0.393,1.785,67.5,0.73,1489,1165.78,8,1,q1_q17_dr25_tce,5158,4.464,0.888,15.28
FALSE POSITIVE,0,0,0,1,1,1.06484622,131.5817,0.242,3.287,42.4,0.72,2034,4059.63,12.5,1,q1_q17_dr25_tce,6445,4.417,1.087,14.772
FALSE POSITIVE,1,0,1,0,0,0.969824139,132.28429,0.332,0.783,23.1,0.49,1839,2709.67,6.8,1,q1_q17_dr25_tce,5780,4.438,1,11.563
FALSE POSITIVE,,1,0,0,0,190.60563,229.5171,0.0108,14.33,153.6,1.6,386,5.25,11.6,,,6200,4.214,1.287,13.431
FALSE POSITIVE,0,0,0,1,1,8.480305,135.8796,0.766,6.19,304.2,1.33,661,45.21,11.5,1,q1_q17_dr25_tce,4895,4.631,0.696,15.866
FALSE POSITIVE,,0,0,1,0,410.11676,328.2965,0.243,13.97,216.9,1.41,242,0.81,11.2,,,5587,4.372,0.965,13.736
CONFIRMED,0.99,0,0,0,0,54.5091549,140.82739,0.94,5.125,622.2,1.94,308,2.13,17,1,q1_q17_dr25_tce,4406,4.67,0.603,15.498
CONFIRMED,1,0,0,0,0,14.1959621,137.01221,0.786,3.605,196.2,1.66,818,105.7,14.1,1,q1_q17_dr25_tce,6214,4.442,1.076,14.706
FALSE POSITIVE,1,0,1,0,0,11.52482874,134.08163,1.205,1.724,577.6,22.56,756,77.15,16.2,1,q1_q17_dr25_tce,5592,4.472,0.892,15.595
FALSE POSITIVE,0,0,1,0,0,46.84008579,164.134422,4.652,3.8198,6287.9,428.62,552,22,147.9,1,q1_q17_dr25_tce,6006,4.33,1.055,15.314
FALSE POSITIVE,0,1,0,1,1,0.992798625,131.70889,1.219,3.5065,582.5,29.26,1967,3519.47,79.1,2,q1_q17_dr25_tce,6055,4.407,1.098,15.04
FALSE POSITIVE,,1,0,0,0,186.72243,308.6018,0.4736,13.35,326.4,1.84,329,2.77,11.5,,,6040,4.469,0.999,15.085
FALSE POSITIVE,,1,0,0,0,118.4039,195.109,0.4062,5.593,426,3.46,517,16.83,4.4,,,6486,4.091,1.64,11.426
FALSE POSITIVE,,1,0,0,0,182.281992,159.6829,0.2425,8.828,509.3,1.67,280,1.46,8.7,,,5503,4.536,0.742,15.405
FALSE POSITIVE,,1,0,0,0,10.0102876,131.8186,0.5667,5.33,127.1,0.69,522,17.56,7,,,4214,4.65,0.601,15.761
FALSE POSITIVE,0,0,0,1,1,1.366964704,132.195909,0.517,2.3181,59.7,0.79,1640,1705.64,3.3,1,q1_q17_dr25_tce,5780,4.438,1,11.948
FALSE POSITIVE,0.216,1,0,0,0,0.77957913,131.7173,0.183,2.457,70.4,0.71,1819,2585.39,11.1,1,q1_q17_dr25_tce,5699,4.553,0.853,15.703
FALSE POSITIVE,0,0,1,1,0,0.544561598,131.94532,0.214,1.6053,35.2,44.9,11804,4601339.96,31.1,1,q1_q17_dr25_tce,3715,0.851,80.529,12.122
FALSE POSITIVE,0,0,0,1,1,17.4453133,135.7562,0.23,5.14,327.7,5.38,1066,305.55,12.2,1,q1_q17_dr25_tce,4927,3.417,3.04,15.807
FALSE POSITIVE,,0,1,0,0,2.9788702,133.5035183,,9.3,,,,,,,,,,,14.201
FALSE POSITIVE,0,0,0,1,0,1.97515457,132.6578,0.027,2.633,66.1,0.92,1504,1207,9.2,1,q1_q17_dr25_tce,5571,4.31,1.145,14.878
FALSE POSITIVE,0,0,1,1,0,21.993112,131.68608,1.249,8.616,1015.7,23.21,523,17.75,37.3,1,q1_q17_dr25_tce,5205,4.604,0.747,15.249
CONFIRMED,0.963,0,0,0,0,19.5489666,149.78882,0.83,1.78,523.8,1.89,579,26.62,12.6,1,q1_q17_dr25_tce,5549,4.6,0.732,15.717
FALSE POSITIVE,0,0,0,1,0,27.6853358,132.70397,0.897,4.661,1660.7,3.11,461,10.67,49.3,1,q1_q17_dr25_tce,5216,4.673,0.639,15.329
CONFIRMED,0.997,0,0,0,0,35.6225528,141.4514,0.261,4.845,651.1,2.24,523,17.67,9.6,1,q1_q17_dr25_tce,5799,4.539,0.878,15.332
FALSE POSITIVE,0,0,0,1,1,7.1403113,137.9994,0.786,5.891,112.1,1.18,1036,272.78,11.8,1,q1_q17_dr25_tce,6354,4.454,1.016,14.738
FALSE POSITIVE,0,0,0,1,0,2.69487041,131.59964,0.554,2.553,62.1,0.97,1440,1020.03,10.3,1,q1_q17_dr25_tce,5823,4.283,1.187,14.464
CONFIRMED,0.993,0,0,0,0,112.303136,230.4383,0.248,5.869,502.1,1.3,241,0.79,13.1,1,q1_q17_dr25_tce,4401,4.677,0.595,14.976
FALSE POSITIVE,0.998,0,1,0,0,49.5387264,132.50072,1.223,2.238,740.6,20.52,436,8.52,10.3,1,q1_q17_dr25_tce,5683,4.605,0.747,14.94
FALSE POSITIVE,0.823,0,0,1,0,3.39155966,134.1211,0.182,3.87,28.4,0.49,1183,462.47,8.2,1,q1_q17_dr25_tce,5896,4.516,0.914,13.773
FALSE POSITIVE,0,0,0,0,1,1.33254897,132.0549,0.241,3.083,591.7,32.84,4664,111977.04,16.2,1,q1_q17_dr25_tce,4894,2.445,13.777,16.072
FALSE POSITIVE,0,0,0,1,0,18.2260472,133.5798,0.378,3.664,361.1,1.85,648,41.67,10,1,q1_q17_dr25_tce,5440,4.444,0.98,15.418
FALSE POSITIVE,0,1,0,1,0,0.630539713,131.99124,1.2,1.7407,239.6,21.07,1936,3333.18,27.7,2,q1_q17_dr25_tce,5458,4.482,0.894,15.476
FALSE POSITIVE,0,0,0,1,1,1.018347376,131.69633,0.654,4.386,47.8,1.92,2832,15153.38,33.3,1,q1_q17_dr25_tce,5858,3.729,2.638,12.905
FALSE POSITIVE,,1,0,0,0,0.659299289,131.738727,1.2873,0.6908,1118.5,30.54,1979,3623.47,108.6,,,5791,4.524,0.852,14.499
FALSE POSITIVE,,1,0,0,0,101.9743513,163.8034772,,2.34,,,,,,,,,,,15.968
FALSE POSITIVE,,1,1,0,0,4.45540935,134.4555812,,4.14,,,,,,,,,,,14.85
FALSE POSITIVE,0,0,1,1,0,37.32483952,143.0389,1.263,6.9676,4989.2,30.32,461,10.67,155.6,1,q1_q17_dr25_tce,5306,4.55,0.79,14.727
FALSE POSITIVE,0,0,1,1,1,25.951984,148.92323,1.266,20.585,2340.2,36.8,626,36.39,131.4,1,q1_q17_dr25_tce,5889,4.46,1.046,15.112
CONFIRMED,0.994,0,0,0,0,42.9136635,139.88848,0.403,5.227,160.6,3.19,810,101.56,18.2,1,q1_q17_dr25_tce,6049,3.8,2.483,13.062
FALSE POSITIVE,0,0,1,0,0,88.1804682,209.15533,0.026,5.033,1138.6,2.78,359,3.94,17.5,1,q1_q17_dr25_tce,5497,4.57,0.839,14.71
CONFIRMED,0.877,0,0,0,0,177.668663,264.2428,0.772,9.298,901.4,2.32,233,0.7,12.7,1,q1_q17_dr25_tce,4721,4.615,0.701,15.891
FALSE POSITIVE,0,0,1,0,0,0.98041685,131.78321,0.446,0.919,105.7,0.75,1388,880.5,8.8,1,q1_q17_dr25_tce,4861,4.572,0.722,14.484
CONFIRMED,0.98,0,0,0,0,92.263742,146.4247,0.273,8.605,296.9,2.22,469,11.42,12.2,1,q1_q17_dr25_tce,6084,4.287,1.283,15.015
CONFIRMED,0.996,0,0,0,0,6.64754478,137.13371,0.235,1.961,289.3,1.72,999,235.89,12.4,1,q1_q17_dr25_tce,6046,4.478,1.007,15.724
FALSE POSITIVE,0,0,0,1,1,1.23517588,131.9561,0.625,5.476,232.9,1.59,1697,1955.7,19.3,1,q1_q17_dr25_tce,5780,4.438,1,11.908
FALSE POSITIVE,0,1,0,1,0,0.416995408,132.21942,0.089,0.8928,112.6,0.84,2433,8299.79,19.9,1,q1_q17_dr25_tce,6150,4.498,0.781,14.964
FALSE POSITIVE,,1,0,0,0,256.52387,366.9377,0.1065,9.07,126.1,1.33,338,3.1,7.5,,,6348,4.323,1.18,13.585
FALSE POSITIVE,0,1,0,0,0,3.0001191,132.9097,0.635,6.61,7.7,0.73,2566,10247.93,7.3,1,q1_q17_dr25_tce,8431,3.97,2.485,11.96
CONFIRMED,0.899,0,0,0,0,81.4160138,160.86387,0.911,14.175,762.3,4.63,522,17.53,54.3,1,q1_q17_dr25_tce,6352,4.267,1.401,12.146
FALSE POSITIVE,0,0,0,0,1,8.5900471,131.9816,0.098,3.463,137,0.8,677,49.76,9.6,1,q1_q17_dr25_tce,4914,4.575,0.707,14.832
FALSE POSITIVE,0.265,1,0,0,0,357.82544,255.208,0.636,9.12,152.5,1.7,306,2.08,11.1,1,q1_q17_dr25_tce,6131,4.248,1.312,12.117
CONFIRMED,1,0,0,0,0,30.8278245,143.1448,0.023,4.214,641.3,2.42,585,27.66,13.9,1,q1_q17_dr25_tce,5982,4.493,0.96,15.765
CONFIRMED,1,0,0,0,0,47.1607932,150.25797,0.028,4.003,723.2,2.58,503,15.07,13.6,1,q1_q17_dr25_tce,5936,4.501,0.965,15.57
CONFIRMED,0.996,0,0,0,0,49.2768448,157.02073,0.022,3.787,1132.9,1.75,271,1.28,17.8,1,q1_q17_dr25_tce,3899,4.713,0.529,15.855
CONFIRMED,1,0,0,0,0,35.2330694,135.36477,0.139,3.674,352.8,0.97,288,1.62,14.5,1,q1_q17_dr25_tce,3749,4.743,0.524,14.467
FALSE POSITIVE,0,0,0,1,1,45.3965379,136.9486,0.085,3.826,1001.6,1.97,326,2.66,15.3,1,q1_q17_dr25_tce,4266,4.626,0.643,15.984
FALSE POSITIVE,0.103,1,0,0,0,508.807642,368.34861,0.016,4.495,2127,39.59,595,29.54,14.8,1,q1_q17_dr25_tce,4893,2.454,8.811,15.635
FALSE POSITIVE,,1,0,0,0,362.69427,154.1124,0.0774,9.7,439.9,3.54,315,2.32,11,,,5288,3.898,1.719,14.73
FALSE POSITIVE,,1,0,1,0,370.35639,425.9854,0.414,12.75,732.2,2.82,268,1.21,13,,,6117,4.457,1.025,15.189
FALSE POSITIVE,0,0,0,1,0,0.729724346,132.04276,0.523,2.699,23,0.51,2151,5081.58,14.3,1,q1_q17_dr25_tce,6084,4.426,1.03,12.546
FALSE POSITIVE,,0,0,1,0,0.821472455,132.3003,0.2579,2.433,127.1,0.92,1559,1395.92,11.3,1,q1_q17_dr24_tce,4889,4.503,0.836,15.758
FALSE POSITIVE,0.001,0,0,1,0,1.29019586,132.11311,0.044,3.741,86.5,0.78,1530,1293.44,11.1,1,q1_q17_dr25_tce,5693,4.558,0.842,15.274
FALSE POSITIVE,0,0,0,1,1,8.48032079,135.85214,0.004,5.791,170.7,0.95,759,78.45,14.7,1,q1_q17_dr25_tce,5415,4.556,0.728,14.879
FALSE POSITIVE,,1,0,0,0,227.6258,143.8206,0.2351,9.47,131,1.79,394,5.7,8.8,,,6240,4.103,1.549,13.607
CONFIRMED,0.945,0,0,0,0,18.1373788,136.8106,0.945,3.844,310.8,1.41,433,8.31,11.3,1,q1_q17_dr25_tce,4257,4.648,0.602,15.464
CONFIRMED,0.949,0,0,0,0,51.1104797,143.77855,0.029,7.712,330,1.6,478,12.38,21.9,1,q1_q17_dr25_tce,5968,4.534,0.881,14.06
CONFIRMED,0.834,0,0,0,0,47.9869119,160.65401,0.873,5.342,859.3,3.35,493,14.01,25.7,1,q1_q17_dr25_tce,5641,4.408,0.981,14.19
FALSE POSITIVE,0,1,0,0,1,359.047933,295.76934,0.002,16.637,5622.7,7.76,260,1.08,91.1,1,q1_q17_dr25_tce,5609,4.346,1.048,14.215
FALSE POSITIVE,0,0,1,1,0,29.8042694,150.6786,1.237,3.107,1046.5,24.73,505,15.34,17.9,1,q1_q17_dr25_tce,5223,4.488,0.827,15.945
FALSE POSITIVE,0,0,1,0,0,1.003049079,132.372429,0.568,7.9657,219270,42.5,1714,2049.63,1766.7,1,q1_q17_dr25_tce,5775,4.518,0.844,15.097
FALSE POSITIVE,0,1,0,1,1,0.933157032,132.35981,1.046,2.614,87.8,7.29,2202,5565.35,15.2,1,q1_q17_dr25_tce,6499,4.378,1.169,15.013
FALSE POSITIVE,0.406,1,0,0,0,37.1083458,166.2453,0.612,4.112,366.5,1.71,492,13.84,7.9,3,q1_q17_dr25_tce,5591,4.559,0.86,15.948
FALSE POSITIVE,,1,0,0,0,1.02104719,131.5654,1.0867,6.39,246.1,13.68,2129,4852.49,18.5,1,q1_q17_dr24_tce,6444,4.376,1.2,15.367
FALSE POSITIVE,,1,0,0,0,12.083457,134.475,0.1069,3.536,312.5,2.09,932,178.53,8.6,,,6422,4.364,1.175,14.12
FALSE POSITIVE,,1,0,0,0,401.5907,172.2086,0.1752,14.77,115,1.01,256,1.02,11.9,,,6170,4.482,0.939,13.376
FALSE POSITIVE,0,1,0,0,0,53.91278363,132.2733337,0.984,44.0504,216.7,4.25,697,55.85,56.4,1,q1_q17_dr25_tce,6085,3.917,2.02,12.147
FALSE POSITIVE,0,0,1,1,1,1.23142395,131.7651,0.187,2.186,19.6,0.77,2317,6786.33,10.8,1,q1_q17_dr25_tce,6011,3.971,1.73,12.976
FALSE POSITIVE,0,0,1,1,0,386.828262,177.56829,0.953,5.045,1024.9,6.54,340,3.15,19.7,1,q1_q17_dr25_tce,6384,4.107,1.615,13.637
FALSE POSITIVE,0,0,1,1,1,15.8733803,135.62779,0.919,7.4672,4094.1,8.15,830,111.99,136.5,1,q1_q17_dr25_tce,6161,4.276,1.054,13.91
FALSE POSITIVE,0,0,1,1,1,42.3991752,151.96105,0.965,7.251,484,3.23,580,26.75,36.9,1,q1_q17_dr25_tce,6133,4.37,1.121,13.383
FALSE POSITIVE,0,0,1,1,1,25.95198823,154.88102,1.269,14.602,5103.3,39.94,680,50.51,125,1,q1_q17_dr25_tce,6363,4.444,1.035,15.766
FALSE POSITIVE,0,0,1,1,1,25.9522401,148.91634,1.375,20.813,2896.9,42.91,572,25.35,90.5,1,q1_q17_dr25_tce,5659,4.528,0.904,14.691
FALSE POSITIVE,0,0,1,1,0,14.12809896,137.11989,0.046,2.326,263.1,1.6,781,87.8,20.3,1,q1_q17_dr25_tce,6072,4.47,0.988,14.284
